Console,GameName,Review,Score,Score_Category
PC,Baldur's Gate 3 Early Access Review,Early Access,6,Fair (6-6.9)
NS,Control: Ultimate Edition Cloud Version Review,Good,7,Good (7-7.9)
XONE,Doom Eternal: The Ancient Gods Part 1 Review,Good,7,Good (7-7.9)
PC,Doom Eternal: The Ancient Gods Part 1 Review,Good,7,Good (7-7.9)
PS4,Doom Eternal: The Ancient Gods Part 1 Review,Good,7,Good (7-7.9)
XONE,Watch Dogs: Legion Review,Great,8,Great (8-8.9)
PC,Watch Dogs: Legion Review,Great,8,Great (8-8.9)
PS4,Watch Dogs: Legion Review,Great,8,Great (8-8.9)
PC,Ring Of Pain Review,Great,8,Great (8-8.9)
NS,Pikmin 3 Deluxe Review,Great,8,Great (8-8.9)
PC,Ghostrunner Review,Good,7,Good (7-7.9)
XONE,Ghostrunner Review,Good,7,Good (7-7.9)
PS4,Ghostrunner Review,Good,7,Good (7-7.9)
PC,Disc Room Review – Getting Buzzed,Great,8,Great (8-8.9)
NS,Disc Room Review – Getting Buzzed,Great,8,Great (8-8.9)
XONE,NHL 21 Review,Superb,9,Excellent (9-10)
PS4,NHL 21 Review,Superb,9,Excellent (9-10)
PC,Noita Review,Good,7,Good (7-7.9)
PC,Amnesia: Rebirth Review,Great,8,Great (8-8.9)
PC,Genshin Impact Review – Direct Hit,Good,7,Good (7-7.9)
PS4,Genshin Impact Review – Direct Hit,Good,7,Good (7-7.9)
PC,Ikenfell Review,Fair,6,Fair (6-6.9)
XONE,Ikenfell Review,Fair,6,Fair (6-6.9)
PS4,Ikenfell Review,Fair,6,Fair (6-6.9)
NS,Ikenfell Review,Fair,6,Fair (6-6.9)
NS,Ring Fit Adventure Review: One Year Later,Superb,9,Excellent (9-10)
XONE,Star Wars: Squadrons Review – Catch Me If You Can,Good,7,Good (7-7.9)
PC,Star Wars: Squadrons Review – Catch Me If You Can,Good,7,Good (7-7.9)
PS4,Star Wars: Squadrons Review – Catch Me If You Can,Good,7,Good (7-7.9)
NS,Mario Kart Live: Home Circuit Review – Making Tracks,Good,7,Good (7-7.9)
NS,Mario Kart Live: Home Circuit Review – Making Tracks,Good,7,Good (7-7.9)
PC,I Am Dead Review – Staying Alive,Good,7,Good (7-7.9)
PS4,FIFA 21 Review – A Goal Bonanza,Great,8,Great (8-8.9)
NS,Super Mario Bros. 35 Review – Mario Royale,Good,7,Good (7-7.9)
PC,The Solitaire Conspiracy Review – Jack Of All Trades,Good,7,Good (7-7.9)
XONE,Crash Bandicoot 4 Review – Platformer's Delight,Great,8,Great (8-8.9)
PS4,Crash Bandicoot 4 Review – Platformer's Delight,Great,8,Great (8-8.9)
NS,Kirby Fighters 2 Review – 2 Kirby 2 Furious,Fair,6,Fair (6-6.9)
PC,Pendragon Review – Endless Legends,Fair,6,Fair (6-6.9)
PC,Serious Sam 4 Review – The Fourth Encounter,Good,7,Good (7-7.9)
PS4,NBA 2K21 Review – Ball Another Day,Fair,6,Fair (6-6.9)
PC,Crusader Kings 3 Review – Pass the Duchy,Great,8,Great (8-8.9)
PS4,Spelunky 2 Review –  Snakes On A 2D Plane,Great,8,Great (8-8.9)
PC,Mafia: Definitive Edition Review – An Offer You Could Probably Refuse,Fair,6,Fair (6-6.9)
PC,Surgeon Simulator 2 Review – Surgical Imprecision,Fair,6,Fair (6-6.9)
PC,"Hades Review – The Long, Hard Road Out of Hell",Superb,9,Excellent (9-10)
NS,"Hades Review – The Long, Hard Road Out of Hell",Superb,9,Excellent (9-10)
PS4,"13 Sentinels: Aegis Rim Review – Wow, Cool Robot!",Superb,9,Excellent (9-10)
NS,Super Mario 3D All-Stars Review – Shoot For The Stars,Great,8,Great (8-8.9)
PC,Road To Guangdong Review – Are We There Yet?,Terrible,2,Terrible (2-2.9)
PC,Vampire: The Masquerade - Shadows Of New York Review,Fair,6,Fair (6-6.9)
PS4,Vampire: The Masquerade - Shadows Of New York Review,Fair,6,Fair (6-6.9)
XONE,Vampire: The Masquerade - Shadows Of New York Review,Fair,6,Fair (6-6.9)
NS,Vampire: The Masquerade - Shadows Of New York Review,Fair,6,Fair (6-6.9)
PS4,"Othercide Review – Mother, May I",Great,8,Great (8-8.9)
PC,Marvel's Avengers Review – Infinity War,Good,7,Good (7-7.9)
XONE,Tell Me Why Review,Good,7,Good (7-7.9)
PC,Tell Me Why Review,Good,7,Good (7-7.9)
NS,Moon Review – The Bright Side,Great,8,Great (8-8.9)
PC,Star Renegades Review – The Heat Of The Moment,Great,8,Great (8-8.9)
NS,The Last Campfire Review – One Step At A Time,Great,8,Great (8-8.9)
PS4,Tony Hawk's Pro Skater 1 + 2 Review – I'm A Superman,Superb,9,Excellent (9-10)
XONE,Tony Hawk's Pro Skater 1 + 2 Review – I'm A Superman,Superb,9,Excellent (9-10)
PC,Paradise Killer Review,Superb,9,Excellent (9-10)
NS,Paradise Killer Review,Superb,9,Excellent (9-10)
PC,Evergate Review – Ever Great,Great,8,Great (8-8.9)
PS4,Evergate Review – Ever Great,Great,8,Great (8-8.9)
NS,Evergate Review – Ever Great,Great,8,Great (8-8.9)
PS4,Madden 21 Review – Feels More Like An Update,Fair,6,Fair (6-6.9)
PC,A Short Hike Review,Superb,9,Excellent (9-10)
NS,A Short Hike Review,Superb,9,Excellent (9-10)
PS4,Project Cars 3 Review – Into The Horizon,Good,7,Good (7-7.9)
PC,Project Cars 3 Review – Into The Horizon,Good,7,Good (7-7.9)
XONE,Project Cars 3 Review – Into The Horizon,Good,7,Good (7-7.9)
PC,Control AWE DLC Review – Haunted Oldest House,Fair,6,Fair (6-6.9)
PS4,Windbound Review – Against The Wind,Mediocre,5,Mediocre (5-5.9)
PC,Thousand Threads Review -- Post Secrets,Mediocre,5,Mediocre (5-5.9)
PC,Spiritfarer Review – Purrrgatory,Superb,9,Excellent (9-10)
PC,No Straight Roads Review – Bangers And Smash,Good,7,Good (7-7.9)
NS,No Straight Roads Review – Bangers And Smash,Good,7,Good (7-7.9)
PC,Microsoft Flight Simulator Review – Max Altitude,Superb,9,Excellent (9-10)
IOS,Next Stop Nowhere Review – Bugs On The Windshield,Bad,3,Bad (3-3.9)
PS4,PGA Tour 2K21 Review – For Purists And Newcomers Alike,Great,8,Great (8-8.9)
PC,Dead By Daylight Review (2020) – Toying With Terror,Superb,9,Excellent (9-10)
PC,Mortal Shell Review – Stone Souls,Great,8,Great (8-8.9)
PC,Skater XL Review – Too Little To Skate,Mediocre,5,Mediocre (5-5.9)
PC,Battletoads Review – Middle-Aged Cartoon Alien Toads,Fair,6,Fair (6-6.9)
PC,Hyper Scape Review – 'Scape From The City,Fair,6,Fair (6-6.9)
XONE,Hyper Scape Review – 'Scape From The City,Fair,6,Fair (6-6.9)
PC,A Total War Saga: Troy Review - My Kingdom For A Centaur,Good,7,Good (7-7.9)
PC,Risk Of Rain 2 Review,Great,8,Great (8-8.9)
PC,Fall Guys: Ultimate Knockout Review - Major Chaos,Good,7,Good (7-7.9)
PS4,Fall Guys: Ultimate Knockout Review - Major Chaos,Good,7,Good (7-7.9)
PC,Skully Review,Mediocre,5,Mediocre (5-5.9)
PC,Umurangi Generation Review - Cyberpunk Snap,Superb,9,Excellent (9-10)
PC,Littlewood Review - Big Heart,Great,8,Great (8-8.9)
PS4,Horizon Zero Dawn Review,Superb,9,Excellent (9-10)
XONE,Grounded Early Access Review - Little Acorns,Early Access,6,Fair (6-6.9)
PC,Grounded Early Access Review - Little Acorns,Early Access,6,Fair (6-6.9)
PC,Desperados 3 Review - Revolvers And Redos,Superb,9,Excellent (9-10)
PC,Rock Of Ages 3: Make & Break Review - Let's Roll,Good,7,Good (7-7.9)
PC,Beyond A Steel Sky Review - Foster The Future,Mediocre,5,Mediocre (5-5.9)
IOS,Beyond A Steel Sky Review - Foster The Future,Mediocre,5,Mediocre (5-5.9)
NS,Panzer Paladin Review,Great,8,Great (8-8.9)
XONE,Maid Of Sker Review - Backtracking Trip,Poor,4,Poor (4-4.9)
XONE,"Destroy All Humans Review - Two Arms, Two Legs, And An Attitude",Fair,6,Fair (6-6.9)
PC,Carrion Review,Good,7,Good (7-7.9)
XONE,Carrion Review,Good,7,Good (7-7.9)
NS,Carrion Review,Good,7,Good (7-7.9)
PC,Necrobarista Review,Good,7,Good (7-7.9)
XONE,Ooblets Early Access Review,Early Access,7,Good (7-7.9)
PC,Ooblets Early Access Review,Early Access,7,Good (7-7.9)
PC,Fight Crab Review - Battle Of The Bisque,Fair,6,Fair (6-6.9)
PC,Rocket Arena Review,Fair,6,Fair (6-6.9)
PC,Superliminal Review - We Need To Go Deeper,Great,8,Great (8-8.9)
PS4,Superliminal Review - We Need To Go Deeper,Great,8,Great (8-8.9)
NS,Superliminal Review - We Need To Go Deeper,Great,8,Great (8-8.9)
XONE,Superliminal Review - We Need To Go Deeper,Great,8,Great (8-8.9)
NS,Paper Mario: The Origami King Review,Great,8,Great (8-8.9)
NS,Bloodstained: Curse Of The Moon 2 Review,Great,8,Great (8-8.9)
PS4,Ghost Of Tsushima Review - You Khan Do It,Good,7,Good (7-7.9)
NS,Story Of Seasons: Friends Of Mineral Town Review - When The Seasons Change,Mediocre,5,Mediocre (5-5.9)
PS4,Superhot: Mind Control Delete Review - Hack 'N Slash,Good,7,Good (7-7.9)
PS4,Death Stranding Review,Superb,9,Excellent (9-10)
PS4,CrossCode Review - A Lot Of Ambition,Fair,6,Fair (6-6.9)
NS,Deadly Premonition 2: A Blessing In Disguise Review,Mediocre,5,Mediocre (5-5.9)
PS4,Marvel's Iron Man VR Review - Hot Hands,Fair,6,Fair (6-6.9)
NS,Ninjala Review - Gum Up The Works,Fair,6,Fair (6-6.9)
NS,Mr. Driller Drill Land Review,Great,8,Great (8-8.9)
PC,West Of Dead Review - Rogue-lite Cowboy,Mediocre,5,Mediocre (5-5.9)
NS,Pokemon Sword And Shield Isle Of Armor DLC Review,Great,8,Great (8-8.9)
IOS,Slay The Spire Review - Trend Setter,Superb,9,Excellent (9-10)
NS,Death Come True Review - Hotel Hell,Fair,6,Fair (6-6.9)
PC,Crucible Review,Mediocre,5,Mediocre (5-5.9)
PS4,The Last Of Us Part 2 Spoiler Review - Dog Eat Dog,Great,8,Great (8-8.9)
PS4,The Last Of Us Part 2 Spoiler-Free Review,Great,8,Great (8-8.9)
PS4,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated Review - Expired Nostalgia,Terrible,2,Terrible (2-2.9)
PC,Valorant Review - A Valiant Effort,Good,7,Good (7-7.9)
PS4,Skelattack Review - Bone-Dry,Mediocre,5,Mediocre (5-5.9)
PS4,Project Warlock Review - Wizard's First Doom,Fair,6,Fair (6-6.9)
PC,Disintegration Review - First-Person Strategy,Good,7,Good (7-7.9)
NS,XCOM 2 Collection For Nintendo Switch Review - Close Encounters of the Bugged Kind,Fair,6,Fair (6-6.9)
NS,The Outer Worlds For Nintendo Switch Review - Cosmic Haze,Fair,6,Fair (6-6.9)
NS,Liberated Review,Poor,4,Poor (4-4.9)
PC,Resolutiion Review - Do The Right Thing,Fair,6,Fair (6-6.9)
PC,Those Who Remain Review - Little Staying Power,Bad,3,Bad (3-3.9)
PC,Sea Of Thieves Review (2020) - A Voyage Finally Worth Taking,Great,8,Great (8-8.9)
NS,Xenoblade Chronicles: Definitive Edition Review,Superb,9,Excellent (9-10)
XONE,"Minecraft Dungeons Review - Mobsters, Inc.",Good,7,Good (7-7.9)
PS4,"Maneater Review - Fish Are Food, Not Friends",Good,7,Good (7-7.9)
PS4,Mortal Kombat 11: Aftermath Review - Friendship Never Ends,Good,7,Good (7-7.9)
PC,If Found Review - Call Me By My Name,Superb,9,Excellent (9-10)
NS,What The Golf Switch Review - A Swing And A Hit,Superb,9,Excellent (9-10)
PC,What The Golf Review,Great,8,Great (8-8.9)
IOS,What The Golf Review,Great,8,Great (8-8.9)
NS,The Wonderful 101 Remastered Review - Mob Mentality,Poor,4,Poor (4-4.9)
WIIU,The Wonderful 101 Review,Great,8,Great (8-8.9)
NS,Hatsune Miku: Project DIVA MegaMix Review - One More Time,Great,8,Great (8-8.9)
PC,Rainbow Six Siege Review (2020) - Breaches And Cream,Essential,1,Abysmal (0-1.9)
PC,Legends Of Runeterra Review - Much Ado About Nautilus,Superb,9,Excellent (9-10)
PS4,Predator: Hunting Grounds Review - Muddied Up,Poor,4,Poor (4-4.9)
PS4,Sakura Wars Review,Good,7,Good (7-7.9)
PC,XCOM: Chimera Squad Review,Great,8,Great (8-8.9)
PC,Cloudpunk Review - Time To Fly,Good,7,Good (7-7.9)
PS4,Streets Of Rage 4 Review - The Beat-'Em-Up Boys Are Back In Town,Great,8,Great (8-8.9)
XONE,Rainbow Six Siege Review (2015),Great,8,Great (8-8.9)
PC,Rainbow Six Siege Review (2015),Great,8,Great (8-8.9)
PS4,Rainbow Six Siege Review (2015),Great,8,Great (8-8.9)
PC,"Gears Tactics Review - Plan The Work, Work The Plan",Great,8,Great (8-8.9)
PC,Fallout 76: Wastelanders Review - A Disappointing Return,Mediocre,5,Mediocre (5-5.9)
NS,Trials Of Mana Review - Trial And Error,Fair,6,Fair (6-6.9)
NS,Treachery In Beatdown City Review,Great,8,Great (8-8.9)
PC,In Other Waters Review,Superb,9,Excellent (9-10)
XONE,Bleeding Edge Review - Underwatch,Fair,6,Fair (6-6.9)
PS4,Final Fantasy 7 Remake Review - First Class,Essential,1,Abysmal (0-1.9)
NS,Animal Crossing: New Horizons Review - Island Getaway,Superb,9,Excellent (9-10)
PS4,Persona 5 Royal Review - Hearts Of Gold,Essential,1,Abysmal (0-1.9)
PS4,"Resident Evil 3 Remake Review - Farewell, Raccoon City",Fair,6,Fair (6-6.9)
NS,Good Job Review - Office Space,Good,7,Good (7-7.9)
PC,Corruption 2029 Review,Fair,6,Fair (6-6.9)
PS4,MLB The Show 20 Review,Great,8,Great (8-8.9)
PC,Call Of Duty Warzone Review,Good,7,Good (7-7.9)
PS4,Call Of Duty Warzone Review,Good,7,Good (7-7.9)
XONE,Call Of Duty Warzone Review,Good,7,Good (7-7.9)
PC,Half-Life: Alyx Review - Catch These Hands,Superb,9,Excellent (9-10)
PC,Doom Eternal Review - Intelligent Inferno,Great,8,Great (8-8.9)
NS,Doom Eternal Review - Intelligent Inferno,Great,8,Great (8-8.9)
XONE,Doom Eternal Review - Intelligent Inferno,Great,8,Great (8-8.9)
PS4,Doom Eternal Review - Intelligent Inferno,Great,8,Great (8-8.9)
PS4,Nioh 2 Review,Great,8,Great (8-8.9)
XONE,Ori And The Will Of The Wisps Review,Great,8,Great (8-8.9)
PC,Mindseize Review - Familiar Territory,Fair,6,Fair (6-6.9)
LNX,Dota Underlords Review,Superb,9,Excellent (9-10)
MAC,Dota Underlords Review,Superb,9,Excellent (9-10)
AND,Dota Underlords Review,Superb,9,Excellent (9-10)
PC,Dota Underlords Review,Superb,9,Excellent (9-10)
NS,Pokemon Mystery Dungeon: Rescue Team DX Review,Great,8,Great (8-8.9)
PC,Wolcen: Lords Of Mayhem Review,Poor,4,Poor (4-4.9)
PS4,Bloodroots Review,Great,8,Great (8-8.9)
NS,Snack World Review,Poor,4,Poor (4-4.9)
PS4,Dreams Review,Superb,9,Excellent (9-10)
PS4,Granblue Fantasy Versus Review - Fighting Fantasy,Good,7,Good (7-7.9)
PC,The Pedestrian Review - Walk Before You Run,Good,7,Good (7-7.9)
PC,Through The Darkest Of Times Review - Enemy Inside The Gates,Great,8,Great (8-8.9)
NS,Kunai Review - Throwing Knives,Good,7,Good (7-7.9)
NS,Kentucky Route Zero Review - Where The Streets Have No Name,Superb,9,Excellent (9-10)
PS4,Kingdom Hearts 3 Re:Mind Review - Don't Remind Me,Poor,4,Poor (4-4.9)
PC,Lenna's Inception Review - Press Start,Good,7,Good (7-7.9)
PC,Journey To The Savage Planet Review - A Pulpy Sci-Fi Romp,Good,7,Good (7-7.9)
PS4,Journey To The Savage Planet Review - A Pulpy Sci-Fi Romp,Good,7,Good (7-7.9)
PC,Frostpunk: The Last Autumn Review - Calm Before The Storm,Great,8,Great (8-8.9)
XONE,Dragon Ball Z: Kakarot Review - Mondo Cool,Good,7,Good (7-7.9)
PS4,Dragon Ball Z: Kakarot Review - Mondo Cool,Good,7,Good (7-7.9)
PC,Unity Of Command 2 Review - Lifetime Supply,Great,8,Great (8-8.9)
PC,Overland Review - Road Trip From Hell,Great,8,Great (8-8.9)
NS,Overland Review - Road Trip From Hell,Great,8,Great (8-8.9)
IOS,Overland Review - Road Trip From Hell,Great,8,Great (8-8.9)
PS4,Ace Combat 7: Skies Unknown Review - Head In The Clouds,Great,8,Great (8-8.9)
PC,Ace Combat 7: Skies Unknown Review - Head In The Clouds,Great,8,Great (8-8.9)
XONE,Ace Combat 7: Skies Unknown Review - Head In The Clouds,Great,8,Great (8-8.9)
PS4,The Outer Worlds Review - Over The Moon,Superb,9,Excellent (9-10)
XONE,The Outer Worlds Review - Over The Moon,Superb,9,Excellent (9-10)
PC,The Outer Worlds Review - Over The Moon,Superb,9,Excellent (9-10)
PC,Draugen Review - Mystery Loves Company,Good,7,Good (7-7.9)
PS4,Draugen Review - Mystery Loves Company,Good,7,Good (7-7.9)
XONE,Draugen Review - Mystery Loves Company,Good,7,Good (7-7.9)
PS4,Wattam Review - Forever Wondering,Good,7,Good (7-7.9)
PC,Supermash Review - Flop Jam,Bad,3,Bad (3-3.9)
NS,The Touryst Review - Life's A Beach,Great,8,Great (8-8.9)
PC,Phoenix Point Review - The Life Aquatic,Great,8,Great (8-8.9)
PC,Darksiders: Genesis Review - Lucy And The Horsemen,Good,7,Good (7-7.9)
PC,Shovel Knight: King Of Cards Review - Royal Refinement,Great,8,Great (8-8.9)
PS4,Life Is Strange 2: Episode 5 Review - Beyond Good Or Evil,Great,8,Great (8-8.9)
PC,Life Is Strange 2: Episode 5 Review - Beyond Good Or Evil,Great,8,Great (8-8.9)
XONE,Life Is Strange 2: Episode 5 Review - Beyond Good Or Evil,Great,8,Great (8-8.9)
PS4,Audica Review - Electronic Gun Music,Fair,6,Fair (6-6.9)
PS4,Shenmue 3 Review - From A Forgotten Time,Mediocre,5,Mediocre (5-5.9)
PC,Blacksad: Under The Skin Review - Dog Days,Mediocre,5,Mediocre (5-5.9)
PC,Planet Zoo Review - Spreadsheet Safari,Good,7,Good (7-7.9)
NS,Sparklite Review - Shine A Light,Fair,6,Fair (6-6.9)
PS4,Star Wars Jedi: Fallen Order Review - A Good Feeling About This,Great,8,Great (8-8.9)
PS4,Star Wars Jedi: Fallen Order Review - A Good Feeling About This,Great,8,Great (8-8.9)
NS,Pokemon Sword & Shield Review - Curry Favor,Superb,9,Excellent (9-10)
NS,Layton's Mystery Journey: Katrielle And The Millionaire's Conspiracy Review - Merry Old England,Good,7,Good (7-7.9)
PS4,Need For Speed Heat Review - Getting Warmer,Good,7,Good (7-7.9)
NS,Mario & Sonic At The Olympic Games Tokyo 2020 Review - Gotta Go Fast,Good,7,Good (7-7.9)
PC,Call Of Duty: Modern Warfare Review - Stay Frosty (Again),Good,7,Good (7-7.9)
PS4,Call Of Duty: Modern Warfare Review - Stay Frosty (Again),Good,7,Good (7-7.9)
PS4,Red Dead Redemption 2 Review - Wild Wild West,Superb,9,Excellent (9-10)
XONE,Red Dead Redemption 2 Review - Wild Wild West,Superb,9,Excellent (9-10)
AND,Call Of Duty Mobile Review - Boots On The Go,Great,8,Great (8-8.9)
IOS,Call Of Duty Mobile Review - Boots On The Go,Great,8,Great (8-8.9)
PC,Disco Elysium Review - Pure Dynamite,Essential,1,Abysmal (0-1.9)
PC,"Afterparty Review - Drink, Die, Repeat",Good,7,Good (7-7.9)
NS,Luigi's Mansion 3 Review - Mario Is Missing,Great,8,Great (8-8.9)
PS4,WWE 2K20 Review: Botchamania,Terrible,2,Terrible (2-2.9)
PS4,"Super Monkey Ball Banana Blitz HD Review - All Monkey, No Magic",Mediocre,5,Mediocre (5-5.9)
PC,Manifold Garden Review - Stairways To Puzzle Heaven,Superb,9,Excellent (9-10)
IOS,Manifold Garden Review - Stairways To Puzzle Heaven,Superb,9,Excellent (9-10)
PS4,MediEvil Review - Bones 'n Brawn,Mediocre,5,Mediocre (5-5.9)
NS,Felix The Reaper Review - Footloose,Mediocre,5,Mediocre (5-5.9)
NS,Little Town Hero Review - Brat Country,Mediocre,5,Mediocre (5-5.9)
NS,The Witcher 3 Nintendo Switch Review - The Last Wish,Superb,9,Excellent (9-10)
NS,Killer Queen Black Review - 'Cause I'm Having a Good Time,Great,8,Great (8-8.9)
PC,Ghost Recon Breakpoint Review - Faulty Reconaissance,Poor,4,Poor (4-4.9)
XONE,Ghost Recon Breakpoint Review - Faulty Reconaissance,Poor,4,Poor (4-4.9)
PS4,Ghost Recon Breakpoint Review - Faulty Reconaissance,Poor,4,Poor (4-4.9)
PC,John Wick Hex Review - Tick Tock Wick,Great,8,Great (8-8.9)
PS4,Concrete Genie Review - Rubs Me The Right Way,Good,7,Good (7-7.9)
PC,Indivisible Review - Moving Mountains,Good,7,Good (7-7.9)
PC,Neo Cab Review - Taxi Cab Confessions,Good,7,Good (7-7.9)
NS,Neo Cab Review - Taxi Cab Confessions,Good,7,Good (7-7.9)
IOS,Neo Cab Review - Taxi Cab Confessions,Good,7,Good (7-7.9)
PC,Destiny 2 Shadowkeep Review - Moon's Haunted,Great,8,Great (8-8.9)
PS4,Destiny 2 Shadowkeep Review - Moon's Haunted,Great,8,Great (8-8.9)
PS4,Destiny 2 Shadowkeep Review - Moon's Haunted,Great,8,Great (8-8.9)
NS,Yooka-Laylee And The Impossible Lair Review - Uninvited Nostalgia,Fair,6,Fair (6-6.9)
NS,Sayonara Wild Hearts Review - Falling Star,Fair,6,Fair (6-6.9)
PC,Code Vein Review - There Will Be Blood,Fair,6,Fair (6-6.9)
PS4,Code Vein Review - There Will Be Blood,Fair,6,Fair (6-6.9)
PC,Untitled Goose Game Review - Saved By The Bell,Great,8,Great (8-8.9)
NS,Untitled Goose Game Review - Saved By The Bell,Great,8,Great (8-8.9)
PC,The Surge 2 Review - Out On A Limb,Great,8,Great (8-8.9)
IOS,80 Days Review - A Man And His Fogg,Great,8,Great (8-8.9)
PC,80 Days Review - A Man And His Fogg,Great,8,Great (8-8.9)
NS,80 Days Review - A Man And His Fogg,Great,8,Great (8-8.9)
PS4,FIFA 20 Review - Premier League,Great,8,Great (8-8.9)
NS,Dragon Quest XI Review - Nintendo Switch Definitive Edition Update,Superb,9,Excellent (9-10)
PS4,Dragon Quest XI Review - Nintendo Switch Definitive Edition Update,Superb,9,Excellent (9-10)
PC,Blasphemous Review - Darker Souls,Good,7,Good (7-7.9)
PC,Greedfall Review - Lost In Another World,Mediocre,5,Mediocre (5-5.9)
XONE,NHL 20 Review - Smashed,Superb,9,Excellent (9-10)
NS,The Legend Of Zelda: Link’s Awakening Review - A Respectable Remake,Great,8,Great (8-8.9)
PS4,No Man's Sky Beyond Review - Reach For The Stars,Superb,9,Excellent (9-10)
PC,Children of Morta Review,Great,8,Great (8-8.9)
PS4,AI: The Somnium Files Review - Eyes Love You,Great,8,Great (8-8.9)
PC,"Borderlands 3 Review - Six Sirens, One God-Queen",Great,8,Great (8-8.9)
PS4,eFootball PES 2020 Review - A Winning Formula,Superb,9,Excellent (9-10)
NS,Daemon X Machina Review - Tinker Toys,Good,7,Good (7-7.9)
XONE,Gears 5 Review - A Beneficial Mutation,Good,7,Good (7-7.9)
PC,Gears 5 Review - A Beneficial Mutation,Good,7,Good (7-7.9)
PC,Divinity: Original Sin 2 Review - Switch Definitive Edition Update,Essential,1,Abysmal (0-1.9)
PS4,Divinity: Original Sin 2 Review - Switch Definitive Edition Update,Essential,1,Abysmal (0-1.9)
NS,Divinity: Original Sin 2 Review - Switch Definitive Edition Update,Essential,1,Abysmal (0-1.9)
PC,Creature In The Well Review - Well-Placed Shot,Great,8,Great (8-8.9)
PS4,Monster Hunter World: Iceborne Review - A Very Ice Time,Superb,9,Excellent (9-10)
PS4,Knights And Bikes Review - Double Trouble,Great,8,Great (8-8.9)
PC,Knights And Bikes Review - Double Trouble,Great,8,Great (8-8.9)
PS4,Erica Review - Movie Night,Great,8,Great (8-8.9)
PS4,Apex Legends Review -- A New Battle Royale Titan,Superb,9,Excellent (9-10)
XONE,Apex Legends Review -- A New Battle Royale Titan,Superb,9,Excellent (9-10)
PC,Apex Legends Review -- A New Battle Royale Titan,Superb,9,Excellent (9-10)
PS4,The Dark Pictures: Man of Medan Review - Drown And Out,Fair,6,Fair (6-6.9)
PC,Blair Witch (Game) Review - Prying Eyes,Mediocre,5,Mediocre (5-5.9)
PS4,Catherine: Full Body Review - One Step Closer To The Edge,Great,8,Great (8-8.9)
NS,Astral Chain Review - Anime Police Academy,Great,8,Great (8-8.9)
PC,Telling Lies Review - Watch Carefully,Good,7,Good (7-7.9)
PC,Ancestors: The Humankind Odyssey Review - Devolution Of The Species,Poor,4,Poor (4-4.9)
XONE,Control Review - An Action-Packed Paranormal Portal,Great,8,Great (8-8.9)
PS4,Control Review - An Action-Packed Paranormal Portal,Great,8,Great (8-8.9)
XONE,Life Is Strange 2: Episode 4 Review - Gotta Have Faith,Good,7,Good (7-7.9)
PC,Life Is Strange 2: Episode 4 Review - Gotta Have Faith,Good,7,Good (7-7.9)
PS4,Life Is Strange 2: Episode 4 Review - Gotta Have Faith,Good,7,Good (7-7.9)
PC,Remnant: From the Ashes Review - In My Sights,Good,7,Good (7-7.9)
PC,Wolfenstein: Youngblood Review - Family Matters,Great,8,Great (8-8.9)
PS4,Kill La Kill The Game: IF Review - Don't Lose Your Way,Good,7,Good (7-7.9)
PC,Etherborn Review,Fair,6,Fair (6-6.9)
NS,Etherborn Review,Fair,6,Fair (6-6.9)
PC,Warframe Review (2019) - Space Oddity,Great,8,Great (8-8.9)
NS,Marvel Ultimate Alliance 3: The Black Order Review - Superpowered,Great,8,Great (8-8.9)
PC,Night Call Review - The Full Fare,Great,8,Great (8-8.9)
PC,Final Fantasy XIV: Shadowbringers Review - Dancer In The Dark,Superb,9,Excellent (9-10)
PS4,Final Fantasy XIV: Shadowbringers Review - Dancer In The Dark,Superb,9,Excellent (9-10)
NS,Dragon Quest Builders 2 Review - Building On A Strong Foundation,Great,8,Great (8-8.9)
PS4,SolSeraph Review - Play God,Fair,6,Fair (6-6.9)
PC,198X Review,Mediocre,5,Mediocre (5-5.9)
PC,Weedcraft Inc Review - I Got 5 On It,Mediocre,5,Mediocre (5-5.9)
PC,They Are Billions Review - Everyone's Invited,Great,8,Great (8-8.9)
PS4,Sea Of Solitude Review - Adrift,Good,7,Good (7-7.9)
NS,Super Mario Maker 2 Review - Make My Day,Great,8,Great (8-8.9)
NS,Bloodstained: Ritual Of The Night Nintendo Switch Review - Less Lively,Fair,6,Fair (6-6.9)
PC,Bloodstained: Ritual Of The Night Review - Not Dead Yet,Great,8,Great (8-8.9)
PS4,Bloodstained: Ritual Of The Night Review - Not Dead Yet,Great,8,Great (8-8.9)
PS4,Samurai Shodown Review - Life Or Death,Great,8,Great (8-8.9)
PC,F1 2019 Review - Pole Position,Superb,9,Excellent (9-10)
PS4,Judgment Review - Like A Tiger,Good,7,Good (7-7.9)
PS4,The Sinking City Review - Draining,Bad,3,Bad (3-3.9)
PC,Imperator: Rome Review,Mediocre,5,Mediocre (5-5.9)
PC,Mordhau Review - Medieval Times,Great,8,Great (8-8.9)
NS,Cadence Of Hyrule Review - Groove is in the Heart,Great,8,Great (8-8.9)
PC,My Friend Pedro Review - Vote For Pedro,Good,7,Good (7-7.9)
NS,My Friend Pedro Review - Vote For Pedro,Good,7,Good (7-7.9)
PS4,Crash Team Racing Nitro-Fueled Review - Back With A Bang,Great,8,Great (8-8.9)
PC,Outer Wilds Review - Extraterrestrial Investigation,Superb,9,Excellent (9-10)
